BBL,borough,zip5,median_household_income,res_unit,eviction_count,hpd_2025_habitability_count,hpd_2025_strict_count,vacate_count,litigation_count,is_aep,lien_amount,water,C,I,dob_violations,winner_score,baseline_score
3006960057,BK,11232,87517.0,5.0,0.0,0.0,0.0,0.0,0.0,False,59018.0,168857.14,29.0,80.0,72.0,48.4,181.43
2027620097,BX,10458,42107.0,59.0,0.0,0.0,0.0,0.0,0.0,False,58696.0,0.0,109.0,0.0,15.0,19.7,635.92
3018870068,BK,11205,86753.0,8.0,0.0,0.0,0.0,0.0,0.0,False,58562.0,0.0,319.0,2.0,388.0,175.5,255.38
3024180001,BK,11211,105183.0,8.0,0.0,0.0,0.0,0.0,0.0,False,58507.0,0.0,0.0,0.0,0.0,0.0,338.08
3024170025,BK,11249,121400.0,8.0,0.0,0.0,0.0,0.0,0.0,False,58443.0,0.0,0.0,15.0,12.0,9.8,511.19
4092880145,QN,11418,84927.0,5.0,0.0,0.0,0.0,0.0,0.0,False,57690.0,6372.95,92.0,0.0,94.0,173.3,2399.58
4035760001,QN,11385,87365.0,5.0,0.0,0.0,0.0,0.0,0.0,False,56349.0,1703556.68,41.0,9.0,104.0,89.6,602.34
1008640048,MN,10016,153065.0,10.0,0.0,0.0,0.0,0.0,0.0,False,55884.0,1694.69,0.0,2.0,98.0,41.2,287.08
3056830046,BK,11219,55685.0,10.0,0.0,0.0,0.0,0.0,0.0,False,55375.0,252210.22,0.0,0.0,72.0,25.6,294.72
1019130053,MN,10024,182614.0,11.0,0.0,0.0,0.0,0.0,0.0,False,55122.0,313017.12,5.0,88.0,299.0,103.2,415.72
3056070044,BK,11219,55685.0,6.0,0.0,0.0,0.0,0.0,0.0,False,54550.0,89212.97,291.0,0.0,0.0,174.4,500.72
3018370092,BK,11216,95000.0,6.0,0.0,0.0,0.0,0.0,0.0,False,54507.0,11719.95,54.0,205.0,436.0,157.4,289.41
4051020045,QN,11385,87365.0,15.0,0.0,0.0,0.0,0.0,0.0,False,54295.0,0.0,1.0,0.0,4.0,1.5,190.55
